,lemma,liczba_wystapien,czestosc_wystapien,liczba_dzieci,czestosc_dzieci
3232,troszkę,8,0.002031488065007618,7,0.008264462809917356
3742,zjeżdżalnia,8,0.002031488065007618,8,0.009445100354191263
3743,zjeżdżać,8,0.002031488065007618,7,0.008264462809917356
3635,zamknąć,8,0.002031488065007618,7,0.008264462809917356
2406,podłoga,8,0.002031488065007618,8,0.009445100354191263
3275,tęsknić,8,0.002031488065007618,7,0.008264462809917356
2821,samochodzik,8,0.002031488065007618,8,0.009445100354191263
3936,żłobek,8,0.002031488065007618,8,0.009445100354191263
1436,księżniczka,8,0.002031488065007618,8,0.009445100354191263
2009,obejrzeć,8,0.002031488065007618,8,0.009445100354191263
1405,krowa,8,0.002031488065007618,8,0.009445100354191263
3629,zakładać,8,0.002031488065007618,7,0.008264462809917356
2385,podawać,8,0.002031488065007618,7,0.008264462809917356
3621,zajęty,8,0.002031488065007618,6,0.0070838252656434475
454,ciasto,8,0.002031488065007618,8,0.009445100354191263
3341,usiąść,8,0.002031488065007618,8,0.009445100354191263
421,chować,8,0.002031488065007618,7,0.008264462809917356
2084,oko,8,0.002031488065007618,8,0.009445100354191263
1954,nikola,8,0.002031488065007618,6,0.0070838252656434475
824,franek,8,0.002031488065007618,7,0.008264462809917356
315,brzydki,8,0.002031488065007618,8,0.009445100354191263
78,ama,8,0.002031488065007618,5,0.0059031877213695395
3281,ubierzyć,8,0.002031488065007618,7,0.008264462809917356
1388,kościół,8,0.002031488065007618,5,0.0059031877213695395
1558,literka,7,0.0017775520568816658,5,0.0059031877213695395
2351,plecak,7,0.0017775520568816658,5,0.0059031877213695395
3076,szpital,7,0.0017775520568816658,6,0.0070838252656434475
37,Zosia,7,0.0017775520568816658,6,0.0070838252656434475
3699,zdrowy,7,0.0017775520568816658,7,0.008264462809917356
1676,martwić,7,0.0017775520568816658,7,0.008264462809917356
523,czas,7,0.0017775520568816658,7,0.008264462809917356
2024,obudzić,7,0.0017775520568816658,7,0.008264462809917356
2252,piec,7,0.0017775520568816658,7,0.008264462809917356
3631,zamek,7,0.0017775520568816658,7,0.008264462809917356
1200,kartka,7,0.0017775520568816658,7,0.008264462809917356
352,buła,7,0.0017775520568816658,7,0.008264462809917356
3594,zabierać,7,0.0017775520568816658,7,0.008264462809917356
358,by,7,0.0017775520568816658,7,0.008264462809917356
2379,poczekać,7,0.0017775520568816658,7,0.008264462809917356
2470,poniedziałek,7,0.0017775520568816658,5,0.0059031877213695395
3677,zaśpiewać,7,0.0017775520568816658,5,0.0059031877213695395
3568,wózek,7,0.0017775520568816658,6,0.0070838252656434475
2411,pograć,7,0.0017775520568816658,7,0.008264462809917356
3681,zbierać,7,0.0017775520568816658,7,0.008264462809917356
557,damian,7,0.0017775520568816658,4,0.004722550177095631
1634,malinowy,7,0.0017775520568816658,6,0.0070838252656434475
182,bama,7,0.0017775520568816658,7,0.008264462809917356
1509,laptop,7,0.0017775520568816658,7,0.008264462809917356
3107,słoń,7,0.0017775520568816658,4,0.004722550177095631
1477,kurtka,7,0.0017775520568816658,6,0.0070838252656434475
94,ani,7,0.0017775520568816658,5,0.0059031877213695395
3199,tor,7,0.0017775520568816658,7,0.008264462809917356
1801,mokry,7,0.0017775520568816658,7,0.008264462809917356
852,gasić,7,0.0017775520568816658,7,0.008264462809917356
299,brać,7,0.0017775520568816658,7,0.008264462809917356
1828,muzyka,7,0.0017775520568816658,6,0.0070838252656434475
826,frytka,7,0.0017775520568816658,6,0.0070838252656434475
2168,pająk,7,0.0017775520568816658,6,0.0070838252656434475
2666,puzla,7,0.0017775520568816658,7,0.008264462809917356
849,gardło,7,0.0017775520568816658,5,0.0059031877213695395
232,bez,7,0.0017775520568816658,6,0.0070838252656434475
3032,super,7,0.0017775520568816658,5,0.0059031877213695395
3384,wejść,7,0.0017775520568816658,7,0.008264462809917356
467,ciepło,7,0.0017775520568816658,7,0.008264462809917356
280,borys,7,0.0017775520568816658,3,0.0035419126328217238
2708,rada,7,0.0017775520568816658,5,0.0059031877213695395
698,działać,7,0.0017775520568816658,5,0.0059031877213695395
2717,rano,7,0.0017775520568816658,6,0.0070838252656434475
3437,więc,7,0.0017775520568816658,4,0.004722550177095631
2740,rodzic,7,0.0017775520568816658,6,0.0070838252656434475
2876,siostra,7,0.0017775520568816658,5,0.0059031877213695395
1082,jedzenie,7,0.0017775520568816658,6,0.0070838252656434475
3650,zapomnieć,7,0.0017775520568816658,7,0.008264462809917356
2051,odź,7,0.0017775520568816658,4,0.004722550177095631
398,chlebka,7,0.0017775520568816658,7,0.008264462809917356
752,długi,7,0.0017775520568816658,7,0.008264462809917356
1755,mima,7,0.0017775520568816658,4,0.004722550177095631
2541,pożyczyć,7,0.0017775520568816658,6,0.0070838252656434475
1706,małpka,7,0.0017775520568816658,6,0.0070838252656434475
3318,ulubiony,7,0.0017775520568816658,7,0.008264462809917356
1123,jul,7,0.0017775520568816658,2,0.0023612750885478157
1693,mateusz,7,0.0017775520568816658,7,0.008264462809917356
1790,mniam,7,0.0017775520568816658,6,0.0070838252656434475
900,gra,6,0.0015236160487557136,5,0.0059031877213695395
3695,zdjąć,6,0.0015236160487557136,6,0.0070838252656434475
2795,rzeka,6,0.0015236160487557136,6,0.0070838252656434475
2845,ser,6,0.0015236160487557136,5,0.0059031877213695395
784,emilka,6,0.0015236160487557136,6,0.0070838252656434475
726,dzik,6,0.0015236160487557136,3,0.0035419126328217238
3910,święty,6,0.0015236160487557136,5,0.0059031877213695395
835,gabrysia,6,0.0015236160487557136,5,0.0059031877213695395
234,biały,6,0.0015236160487557136,6,0.0070838252656434475
768,ej,6,0.0015236160487557136,5,0.0059031877213695395
3696,zdjęcie,6,0.0015236160487557136,5,0.0059031877213695395
2830,sanki,6,0.0015236160487557136,6,0.0070838252656434475
198,basi,6,0.0015236160487557136,5,0.0059031877213695395
977,herbata,6,0.0015236160487557136,6,0.0070838252656434475
350,buziak,6,0.0015236160487557136,5,0.0059031877213695395
2410,pogoda,6,0.0015236160487557136,6,0.0070838252656434475
1138,juz,6,0.0015236160487557136,6,0.0070838252656434475
320,bucik,6,0.0015236160487557136,6,0.0070838252656434475
1153,kaczka,6,0.0015236160487557136,5,0.0059031877213695395
194,bartka,6,0.0015236160487557136,6,0.0070838252656434475
3787,zupek,6,0.0015236160487557136,6,0.0070838252656434475
1076,jać,6,0.0015236160487557136,6,0.0070838252656434475
3050,syropek,6,0.0015236160487557136,6,0.0070838252656434475
204,batka,6,0.0015236160487557136,2,0.0023612750885478157
628,dorosły,6,0.0015236160487557136,6,0.0070838252656434475
2466,pomysł,6,0.0015236160487557136,6,0.0070838252656434475
2652,pukać,6,0.0015236160487557136,5,0.0059031877213695395
1318,koleżanka,6,0.0015236160487557136,6,0.0070838252656434475
1323,kolorowy,6,0.0015236160487557136,6,0.0070838252656434475
2990,stary,6,0.0015236160487557136,6,0.0070838252656434475
185,banan,6,0.0015236160487557136,6,0.0070838252656434475
1130,julka,6,0.0015236160487557136,6,0.0070838252656434475
966,hauł,6,0.0015236160487557136,3,0.0035419126328217238
955,główka,6,0.0015236160487557136,5,0.0059031877213695395
2694,płacz,6,0.0015236160487557136,5,0.0059031877213695395
1426,krówka,6,0.0015236160487557136,6,0.0070838252656434475
3296,udać,6,0.0015236160487557136,6,0.0070838252656434475
2264,pieniądz,6,0.0015236160487557136,5,0.0059031877213695395
484,ciuchcie,6,0.0015236160487557136,6,0.0070838252656434475
2080,ojolo,6,0.0015236160487557136,1,0.0011806375442739079
3363,ułożyć,6,0.0015236160487557136,6,0.0070838252656434475
2317,pięknie,6,0.0015236160487557136,6,0.0070838252656434475
2246,piasek,6,0.0015236160487557136,6,0.0070838252656434475
1612,maja,6,0.0015236160487557136,6,0.0070838252656434475
1958,nikuś,6,0.0015236160487557136,2,0.0023612750885478157
1957,nikt,6,0.0015236160487557136,5,0.0059031877213695395
2085,około,6,0.0015236160487557136,6,0.0070838252656434475
1931,niedźwiedź,6,0.0015236160487557136,5,0.0059031877213695395
489,ciągnik,6,0.0015236160487557136,4,0.004722550177095631
544,czysty,6,0.0015236160487557136,6,0.0070838252656434475
3516,wyjąć,6,0.0015236160487557136,4,0.004722550177095631
2266,pieniążka,6,0.0015236160487557136,6,0.0070838252656434475
3386,weronika,6,0.0015236160487557136,5,0.0059031877213695395
1855,nad,6,0.0015236160487557136,6,0.0070838252656434475
1774,mięsko,6,0.0015236160487557136,6,0.0070838252656434475
1763,mis,6,0.0015236160487557136,6,0.0070838252656434475
1918,niania,6,0.0015236160487557136,5,0.0059031877213695395
396,chleb,6,0.0015236160487557136,6,0.0070838252656434475
3291,uciekać,6,0.0015236160487557136,6,0.0070838252656434475
1868,nakarmić,6,0.0015236160487557136,5,0.0059031877213695395
2176,paluszek,6,0.0015236160487557136,6,0.0070838252656434475
406,chodz,6,0.0015236160487557136,6,0.0070838252656434475
531,czemu,6,0.0015236160487557136,6,0.0070838252656434475
443,chłopczyk,6,0.0015236160487557136,5,0.0059031877213695395
3417,wiktor,6,0.0015236160487557136,4,0.004722550177095631
354,bułeczka,6,0.0015236160487557136,5,0.0059031877213695395
1461,kulka,6,0.0015236160487557136,5,0.0059031877213695395
70,albo,6,0.0015236160487557136,5,0.0059031877213695395
181,bam,6,0.0015236160487557136,6,0.0070838252656434475
3419,wiktoria,6,0.0015236160487557136,5,0.0059031877213695395
1524,lego,6,0.0015236160487557136,6,0.0070838252656434475
2342,plastelina,6,0.0015236160487557136,5,0.0059031877213695395
1987,nosić,6,0.0015236160487557136,6,0.0070838252656434475
1529,lena,6,0.0015236160487557136,4,0.004722550177095631
1535,lepić,6,0.0015236160487557136,6,0.0070838252656434475
1576,lub,6,0.0015236160487557136,5,0.0059031877213695395
2319,piła,6,0.0015236160487557136,6,0.0070838252656434475
1661,mamuć,6,0.0015236160487557136,4,0.004722550177095631
1875,namalować,5,0.0012696800406297613,4,0.004722550177095631
2154,pac,5,0.0012696800406297613,5,0.0059031877213695395
2139,otwierać,5,0.0012696800406297613,5,0.0059031877213695395
937,gwiazdka,5,0.0012696800406297613,4,0.004722550177095631
987,hubert,5,0.0012696800406297613,2,0.0023612750885478157
3236,trzy,5,0.0012696800406297613,4,0.004722550177095631
2685,półka,5,0.0012696800406297613,5,0.0059031877213695395
986,hubercik,5,0.0012696800406297613,1,0.0011806375442739079
2678,pytać,5,0.0012696800406297613,4,0.004722550177095631
3415,wika,5,0.0012696800406297613,3,0.0035419126328217238
1005,idziem,5,0.0012696800406297613,4,0.004722550177095631
3870,ściągnąć,5,0.0012696800406297613,5,0.0059031877213695395
1018,imię,5,0.0012696800406297613,5,0.0059031877213695395
2718,ratować,5,0.0012696800406297613,5,0.0059031877213695395
1427,kręcić,5,0.0012696800406297613,5,0.0059031877213695395
1884,naprawiać,5,0.0012696800406297613,5,0.0059031877213695395
1930,niedługo,5,0.0012696800406297613,4,0.004722550177095631
2027,oczko,5,0.0012696800406297613,5,0.0059031877213695395
2851,si,5,0.0012696800406297613,3,0.0035419126328217238
2002,nóżka,5,0.0012696800406297613,5,0.0059031877213695395
3306,ugryźć,5,0.0012696800406297613,5,0.0059031877213695395
3933,żółty,5,0.0012696800406297613,5,0.0059031877213695395
753,długo,5,0.0012696800406297613,5,0.0059031877213695395
1985,nos,5,0.0012696800406297613,5,0.0059031877213695395
2055,ogladać,5,0.0012696800406297613,4,0.004722550177095631
2831,sara,5,0.0012696800406297613,5,0.0059031877213695395
815,film,5,0.0012696800406297613,5,0.0059031877213695395
3909,święto,5,0.0012696800406297613,5,0.0059031877213695395
1924,niech,5,0.0012696800406297613,4,0.004722550177095631
2926,smakować,5,0.0012696800406297613,5,0.0059031877213695395
2879,sisia,5,0.0012696800406297613,5,0.0059031877213695395
3290,uciec,5,0.0012696800406297613,5,0.0059031877213695395
1838,myszka,5,0.0012696800406297613,5,0.0059031877213695395
2101,olo,5,0.0012696800406297613,3,0.0035419126328217238
2797,rzucić,5,0.0012696800406297613,4,0.004722550177095631
883,gonić,5,0.0012696800406297613,5,0.0059031877213695395
2106,ooo,5,0.0012696800406297613,5,0.0059031877213695395
898,gość,5,0.0012696800406297613,5,0.0059031877213695395
1905,nać,5,0.0012696800406297613,5,0.0059031877213695395
2108,opa,5,0.0012696800406297613,4,0.004722550177095631
2124,oskar,5,0.0012696800406297613,3,0.0035419126328217238
2669,puścić,5,0.0012696800406297613,4,0.004722550177095631
3462,wołać,5,0.0012696800406297613,4,0.004722550177095631
3862,łóżeczka,5,0.0012696800406297613,5,0.0059031877213695395
1837,mysz,5,0.0012696800406297613,3,0.0035419126328217238
2487,popsuć,5,0.0012696800406297613,5,0.0059031877213695395
3749,zlobić,5,0.0012696800406297613,3,0.0035419126328217238
1247,kiedyś,5,0.0012696800406297613,5,0.0059031877213695395
3501,wycieczka,5,0.0012696800406297613,5,0.0059031877213695395
2271,pierwszy,5,0.0012696800406297613,4,0.004722550177095631
3530,wypaść,5,0.0012696800406297613,5,0.0059031877213695395
3105,słonko,5,0.0012696800406297613,5,0.0059031877213695395
1625,makaron,5,0.0012696800406297613,5,0.0059031877213695395
1621,majtka,5,0.0012696800406297613,4,0.004722550177095631
1319,kolo,5,0.0012696800406297613,5,0.0059031877213695395
3727,ziemniak,5,0.0012696800406297613,5,0.0059031877213695395
2437,polecieć,5,0.0012696800406297613,5,0.0059031877213695395
1334,koniec,5,0.0012696800406297613,5,0.0059031877213695395
3545,wysoko,5,0.0012696800406297613,5,0.0059031877213695395
1343,kopar,5,0.0012696800406297613,5,0.0059031877213695395
2424,pojść,5,0.0012696800406297613,5,0.0059031877213695395
3108,słońce,5,0.0012696800406297613,5,0.0059031877213695395
3704,zejść,5,0.0012696800406297613,5,0.0059031877213695395
1521,lał,5,0.0012696800406297613,5,0.0059031877213695395
3130,tamten,5,0.0012696800406297613,4,0.004722550177095631
3581,włożyć,5,0.0012696800406297613,5,0.0059031877213695395
1416,krzesło,5,0.0012696800406297613,5,0.0059031877213695395
1417,krzyczeć,5,0.0012696800406297613,5,0.0059031877213695395
1418,krzysie,5,0.0012696800406297613,5,0.0059031877213695395
1423,królik,5,0.0012696800406297613,4,0.004722550177095631
2512,poszukać,5,0.0012696800406297613,5,0.0059031877213695395
3087,szymon,5,0.0012696800406297613,5,0.0059031877213695395
1207,kasa,5,0.0012696800406297613,5,0.0059031877213695395
1119,jola,5,0.0012696800406297613,5,0.0059031877213695395
2663,pusty,5,0.0012696800406297613,4,0.004722550177095631
2607,przykryć,5,0.0012696800406297613,5,0.0059031877213695395
3422,wilk,5,0.0012696800406297613,5,0.0059031877213695395
3222,trampolina,5,0.0012696800406297613,5,0.0059031877213695395
3053,szafka,5,0.0012696800406297613,4,0.004722550177095631
1073,jasno,5,0.0012696800406297613,5,0.0059031877213695395
2398,poduszka,5,0.0012696800406297613,5,0.0059031877213695395
3464,wracać,5,0.0012696800406297613,4,0.004722550177095631
2551,prać,5,0.0012696800406297613,5,0.0059031877213695395
2200,pasować,5,0.0012696800406297613,4,0.004722550177095631
3482,wszyscy,5,0.0012696800406297613,5,0.0059031877213695395
2225,pepa,5,0.0012696800406297613,3,0.0035419126328217238
1192,karol,5,0.0012696800406297613,3,0.0035419126328217238
2236,pestka,5,0.0012696800406297613,4,0.004722550177095631
2241,pełny,5,0.0012696800406297613,5,0.0059031877213695395
2242,pi,5,0.0012696800406297613,4,0.004722550177095631
1681,marysia,5,0.0012696800406297613,4,0.004722550177095631
2532,pozwolić,5,0.0012696800406297613,4,0.004722550177095631
1680,marys,5,0.0012696800406297613,4,0.004722550177095631
2247,piaskownica,5,0.0012696800406297613,5,0.0059031877213695395
1666,mania,5,0.0012696800406297613,5,0.0059031877213695395
1171,kamilka,5,0.0012696800406297613,1,0.0011806375442739079
2262,pieluszka,5,0.0012696800406297613,4,0.004722550177095631
1188,karetka,5,0.0012696800406297613,5,0.0059031877213695395
1864,najeść,5,0.0012696800406297613,5,0.0059031877213695395
1969,noc,5,0.0012696800406297613,4,0.004722550177095631
693,dziadzieć,5,0.0012696800406297613,2,0.0023612750885478157
212,bałwan,5,0.0012696800406297613,5,0.0059031877213695395
444,chłopiec,5,0.0012696800406297613,5,0.0059031877213695395
683,dywan,5,0.0012696800406297613,5,0.0059031877213695395
107,antoś,5,0.0012696800406297613,3,0.0035419126328217238
325,buj,5,0.0012696800406297613,3,0.0035419126328217238
685,dzem,5,0.0012696800406297613,5,0.0059031877213695395
643,droga,5,0.0012696800406297613,5,0.0059031877213695395
75,alo,5,0.0012696800406297613,5,0.0059031877213695395
694,dziadzio,5,0.0012696800406297613,4,0.004722550177095631
3804,zwierzę,4,0.001015744032503809,4,0.004722550177095631
488,ciągle,4,0.001015744032503809,2,0.0023612750885478157
1819,mucha,4,0.001015744032503809,4,0.004722550177095631
494,ciężko,4,0.001015744032503809,3,0.0035419126328217238
2366,pobrudzić,4,0.001015744032503809,4,0.004722550177095631
3202,tort,4,0.001015744032503809,4,0.004722550177095631
3570,wąż,4,0.001015744032503809,2,0.0023612750885478157
2393,podobać,4,0.001015744032503809,4,0.004722550177095631
1883,naprawa,4,0.001015744032503809,4,0.004722550177095631
2808,sa,4,0.001015744032503809,4,0.004722550177095631
483,ciuchcia,4,0.001015744032503809,4,0.004722550177095631
3575,właśnie,4,0.001015744032503809,3,0.0035419126328217238
363,bój,4,0.001015744032503809,4,0.004722550177095631
