,liczba_wystapien_18_20m,czestosc_wystapien_18_20m,liczba_dzieci_18_20m,czestosc_dzieci_18_20m,liczba_wystapien_21_23m,czestosc_wystapien_21_23m,liczba_dzieci_21_23m,czestosc_dzieci_21_23m,liczba_wystapien_24_26m,czestosc_wystapien_24_26m,liczba_dzieci_24_26m,czestosc_dzieci_24_26m,liczba_wystapien_27_29m,czestosc_wystapien_27_29m,liczba_dzieci_27_29m,czestosc_dzieci_27_29m,liczba_wystapien_30_32m,czestosc_wystapien_30_32m,liczba_dzieci_30_32m,czestosc_dzieci_30_32m,liczba_wystapien_33_40m,czestosc_wystapien_33_40m,liczba_dzieci_33_40m,czestosc_dzieci_33_40m
niedługo,1.0,0.0014367816091954023,1.0,0.00510204081632653,,,,,,,,,3.0,0.0015368852459016393,2.0,0.0058997050147492625,3.0,0.0013077593722755014,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
nałożyć,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,1.0,0.0005122950819672131,1.0,0.0029498525073746312,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
nena,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
niania,2.0,0.0028735632183908046,2.0,0.01020408163265306,,,,,4.0,0.002124269782262347,4.0,0.012048192771084338,4.0,0.0020491803278688526,3.0,0.008849557522123894,4.0,0.0017436791630340018,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
umyłać,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
bi,1.0,0.0014367816091954023,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
niebo,,,,,,,,,3.0,0.0015932023366967605,1.0,0.0030120481927710845,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
biblioteka,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
tygrys,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
obiadzik,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
najeść,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,3.0,0.0013077593722755014,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
dzielić,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
osemka,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
brumbrum,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
ostatni,,,,,,,,,,,,,2.0,0.0010245901639344263,2.0,0.0058997050147492625,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
żartować,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
telewizja,,,,,,,,,,,,,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
otwierać,,,,,,,,,,,,,,,,,3.0,0.0013077593722755014,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
brązowy,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
pachnieć,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
obok,1.0,0.0014367816091954023,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,6.0,0.003186404673393521,4.0,0.012048192771084338,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
tan,1.0,0.0014367816091954023,1.0,0.00510204081632653,4.0,0.003129890453834116,2.0,0.007722007722007722,4.0,0.002124269782262347,2.0,0.006024096385542169,6.0,0.0030737704918032786,3.0,0.008849557522123894,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
tamto,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,1.0,0.002028397565922921
jasi,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
buju,1.0,0.0014367816091954023,1.0,0.00510204081632653,3.0,0.002347417840375587,2.0,0.007722007722007722,1.0,0.0005310674455655868,1.0,0.0030120481927710845,2.0,0.0010245901639344263,2.0,0.0058997050147492625,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
palec,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
tadzik,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
dzidzia,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,2.0,0.0010621348911311736,2.0,0.006024096385542169,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
orzeszek,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
opowiadać,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
brm,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
toaleta,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
obrazić,,,,,,,,,,,,,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,1.0,0.002028397565922921
bolek,,,,,,,,,,,,,3.0,0.0015368852459016393,2.0,0.0058997050147492625,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,1.0,0.002028397565922921
oczko,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,3.0,0.0015368852459016393,1.0,0.0029498525073746312,3.0,0.0013077593722755014,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
odcinek,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
trzy,,,,,4.0,0.003129890453834116,3.0,0.011583011583011582,,,,,4.0,0.0020491803278688526,4.0,0.011799410029498525,3.0,0.0013077593722755014,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
trochę,,,,,2.0,0.001564945226917058,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,1.0,0.0005122950819672131,1.0,0.0029498525073746312,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
braciszka,,,,,,,,,,,,,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
traktorka,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
totoś,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
tot,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
torebka,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
oli,,,,,,,,,3.0,0.0015932023366967605,2.0,0.006024096385542169,2.0,0.0010245901639344263,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
oliwer,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
tobiasz,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
oliwka,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,2.0,0.0010245901639344263,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
nakalić,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
warkoczyk,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
działać,,,,,,,,,5.0,0.0026553372278279343,4.0,0.012048192771084338,4.0,0.0020491803278688526,4.0,0.011799410029498525,5.0,0.002179598953792502,4.0,0.010443864229765013,2.0,0.0007102272727272727,1.0,0.002028397565922921
matitan,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
mao,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
marta,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
martwić,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,2.0,0.0010245901639344263,1.0,0.0029498525073746312,5.0,0.002179598953792502,5.0,0.013054830287206266,2.0,0.0007102272727272727,2.0,0.004056795131845842
wydawać,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
masełko,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
maska,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
wycieczka,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,2.0,0.0010245901639344263,2.0,0.0058997050147492625,3.0,0.0013077593722755014,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
małgosia,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wyleć,,,,,,,,,,,,,5.0,0.0025614754098360654,4.0,0.011799410029498525,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
mało,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,3.0,0.0015368852459016393,3.0,0.008849557522123894,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
Błażej,,,,,,,,,2.0,0.0010621348911311736,1.0,0.0030120481927710845,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
wtedy,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,2.0,0.0010245901639344263,2.0,0.0058997050147492625,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
me,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
balonik,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
bananka,1.0,0.0014367816091954023,1.0,0.00510204081632653,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
wstanić,,,,,4.0,0.003129890453834116,3.0,0.011583011583011582,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
mania,4.0,0.005747126436781609,2.0,0.01020408163265306,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,3.0,0.0013077593722755014,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
wymienić,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
fryzjer,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
makalon,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,1.0,0.002028397565922921
włoski,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
madzić,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
babkoć,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
wóz,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wziąść,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
majtka,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,3.0,0.0013077593722755014,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
wyłączyć,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,1.0,0.0005122950819672131,1.0,0.0029498525073746312,2.0,0.0008718395815170009,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
gryźć,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,2.0,0.0010621348911311736,2.0,0.006024096385542169,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
gra,,,,,,,,,,,,,2.0,0.0010245901639344263,2.0,0.0058997050147492625,4.0,0.0017436791630340018,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
babunia,1.0,0.0014367816091954023,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,3.0,0.0015932023366967605,2.0,0.006024096385542169,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wystraszyć,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
makspan,,,,,,,,,2.0,0.0010621348911311736,1.0,0.0030120481927710845,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
malowanka,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wysikać,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wyrzucić,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,5.0,0.0025614754098360654,5.0,0.014749262536873156,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
wypełniać,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
wspinać,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
miasto,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,2.0,0.0010245901639344263,2.0,0.0058997050147492625,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
golonka,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
muuć,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
morze,,,,,,,,,,,,,2.0,0.0010245901639344263,2.0,0.0058997050147492625,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
most,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wieźć,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
motylka,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
można,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,3.0,0.0015368852459016393,3.0,0.008849557522123894,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
mrugać,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
wiek,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
beatka,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wsadzić,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
ganiać,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
widać,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
bed,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,1.0,0.002028397565922921
myłać,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
gabi,1.0,0.0014367816091954023,1.0,0.00510204081632653,,,,,,,,,7.0,0.003586065573770492,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
fryzura,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wcale,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
bałagan,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
gać,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
mochód,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
mniać,12.0,0.017241379310344827,7.0,0.03571428571428571,6.0,0.004694835680751174,4.0,0.015444015444015444,3.0,0.0015932023366967605,2.0,0.006024096385542169,5.0,0.0025614754098360654,4.0,0.011799410029498525,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,2.0,0.004056795131845842
barbia,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wpaść,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
wos,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
wolny,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
bartuś,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wojtka,,,,,,,,,3.0,0.0015932023366967605,2.0,0.006024096385542169,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
mina,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
minuta,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
więcej,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
witaminka,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
miło,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
wilk,,,,,,,,,,,,,,,,,3.0,0.0013077593722755014,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
gdy,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
batonik,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
mniam,22.0,0.031609195402298854,13.0,0.0663265306122449,16.0,0.012519561815336464,8.0,0.03088803088803089,15.0,0.007966011683483803,6.0,0.018072289156626505,10.0,0.005122950819672131,8.0,0.02359882005899705,5.0,0.002179598953792502,4.0,0.010443864229765013,2.0,0.0007102272727272727,2.0,0.004056795131845842
dzidza,14.0,0.020114942528735632,13.0,0.0663265306122449,20.0,0.01564945226917058,8.0,0.03088803088803089,12.0,0.006372809346787042,9.0,0.02710843373493976,15.0,0.007684426229508197,11.0,0.032448377581120944,10.0,0.004359197907585004,7.0,0.018276762402088774,2.0,0.0007102272727272727,2.0,0.004056795131845842
dziać,3.0,0.004310344827586207,2.0,0.01020408163265306,,,,,,,,,3.0,0.0015368852459016393,2.0,0.0058997050147492625,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
włożyć,,,,,2.0,0.001564945226917058,2.0,0.007722007722007722,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,3.0,0.0013077593722755014,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
chrupek,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
potańczyć,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
potrzebować,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,4.0,0.0020491803278688526,4.0,0.011799410029498525,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
powiesić,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
pozjeżdżać,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
żołnierz,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
silnik,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
pożarny,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
prysznic,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
cyk,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
serduszko,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
schodzić,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
schody,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,2.0,0.0008718395815170009,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
sara,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,,,,,3.0,0.0013077593722755014,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
chłop,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
żyrafa,,,,,,,,,3.0,0.0015932023366967605,2.0,0.006024096385542169,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
ciach,,,,,4.0,0.003129890453834116,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
poszukać,,,,,,,,,3.0,0.0015932023366967605,2.0,0.006024096385542169,1.0,0.0005122950819672131,1.0,0.0029498525073746312,3.0,0.0013077593722755014,3.0,0.007832898172323759,2.0,0.0007102272727272727,2.0,0.004056795131845842
postawić,,,,,2.0,0.001564945226917058,2.0,0.007722007722007722,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,2.0,0.0007102272727272727,1.0,0.002028397565922921
daleki,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,2.0,0.0010245901639344263,2.0,0.0058997050147492625,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,1.0,0.002028397565922921
damianka,,,,,,,,,2.0,0.0010621348911311736,1.0,0.0030120481927710845,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
polizać,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,1.0,0.002028397565922921
smutno,,,,,,,,,2.0,0.0010621348911311736,1.0,0.0030120481927710845,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
deska,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,1.0,0.002028397565922921
smoczek,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,2.0,0.0010245901639344263,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
pomidorek,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
dentysta,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
dawid,3.0,0.004310344827586207,2.0,0.01020408163265306,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,2.0,0.0008718395815170009,1.0,0.0026109660574412533,2.0,0.0007102272727272727,2.0,0.004056795131845842
skoła,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
poprawić,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
dany,,,,,,,,,,,,,,,,,,,,,2.0,0.0007102272727272727,2.0,0.004056795131845842
