,liczba_wystapien_18_20m,czestosc_wystapien_18_20m,liczba_dzieci_18_20m,czestosc_dzieci_18_20m,liczba_wystapien_21_23m,czestosc_wystapien_21_23m,liczba_dzieci_21_23m,czestosc_dzieci_21_23m,liczba_wystapien_24_26m,czestosc_wystapien_24_26m,liczba_dzieci_24_26m,czestosc_dzieci_24_26m,liczba_wystapien_27_29m,czestosc_wystapien_27_29m,liczba_dzieci_27_29m,czestosc_dzieci_27_29m,liczba_wystapien_30_32m,czestosc_wystapien_30_32m,liczba_dzieci_30_32m,czestosc_dzieci_30_32m,liczba_wystapien_33_40m,czestosc_wystapien_33_40m,liczba_dzieci_33_40m,czestosc_dzieci_33_40m
klocek,4.0,0.005747126436781609,3.0,0.015306122448979591,4.0,0.003129890453834116,4.0,0.015444015444015444,16.0,0.008497079129049389,12.0,0.03614457831325301,8.0,0.004098360655737705,8.0,0.02359882005899705,17.0,0.0074106364428945075,17.0,0.044386422976501305,38.0,0.013494318181818182,33.0,0.06693711967545639
mleko,7.0,0.010057471264367816,7.0,0.03571428571428571,30.0,0.023474178403755867,24.0,0.09266409266409266,36.0,0.019118428040361127,31.0,0.09337349397590361,27.0,0.013831967213114754,23.0,0.06784660766961652,35.0,0.015257192676547515,32.0,0.0835509138381201,38.0,0.013494318181818182,33.0,0.06693711967545639
przyjechać,2.0,0.0028735632183908046,2.0,0.01020408163265306,5.0,0.003912363067292645,4.0,0.015444015444015444,14.0,0.007434944237918215,12.0,0.03614457831325301,19.0,0.00973360655737705,15.0,0.04424778761061947,22.0,0.00959023539668701,17.0,0.044386422976501305,38.0,0.013494318181818182,34.0,0.06896551724137931
obiad,2.0,0.0028735632183908046,1.0,0.00510204081632653,5.0,0.003912363067292645,3.0,0.011583011583011582,10.0,0.0053106744556558685,8.0,0.024096385542168676,9.0,0.004610655737704918,8.0,0.02359882005899705,12.0,0.0052310374891020054,10.0,0.02610966057441253,38.0,0.013494318181818182,36.0,0.07302231237322515
coś,,,,,6.0,0.004694835680751174,4.0,0.015444015444015444,13.0,0.006903876792352629,12.0,0.03614457831325301,17.0,0.008709016393442622,14.0,0.04129793510324484,31.0,0.013513513513513514,24.0,0.06266318537859007,38.0,0.013494318181818182,32.0,0.06490872210953347
sam,5.0,0.007183908045977011,4.0,0.02040816326530612,13.0,0.010172143974960876,11.0,0.04247104247104247,18.0,0.009559214020180564,14.0,0.04216867469879518,18.0,0.009221311475409836,15.0,0.04424778761061947,29.0,0.012641673931996512,23.0,0.06005221932114883,38.0,0.013494318181818182,34.0,0.06896551724137931
zjeść,1.0,0.0014367816091954023,1.0,0.00510204081632653,,,,,13.0,0.006903876792352629,9.0,0.02710843373493976,10.0,0.005122950819672131,9.0,0.02654867256637168,19.0,0.008282476024411508,17.0,0.044386422976501305,38.0,0.013494318181818182,34.0,0.06896551724137931
tak,4.0,0.005747126436781609,3.0,0.015306122448979591,14.0,0.010954616588419406,6.0,0.023166023166023165,13.0,0.006903876792352629,12.0,0.03614457831325301,20.0,0.010245901639344262,16.0,0.0471976401179941,38.0,0.016564952048823016,24.0,0.06266318537859007,38.0,0.013494318181818182,30.0,0.060851926977687626
że,,,,,2.0,0.001564945226917058,2.0,0.007722007722007722,3.0,0.0015932023366967605,3.0,0.009036144578313253,12.0,0.006147540983606557,10.0,0.029498525073746312,8.0,0.0034873583260680036,7.0,0.018276762402088774,37.0,0.013139204545454546,32.0,0.06490872210953347
my,2.0,0.0028735632183908046,2.0,0.01020408163265306,3.0,0.002347417840375587,2.0,0.007722007722007722,11.0,0.005841741901221455,11.0,0.03313253012048193,17.0,0.008709016393442622,13.0,0.038348082595870206,25.0,0.010897994768962511,19.0,0.04960835509138381,35.0,0.012428977272727272,31.0,0.06288032454361055
ale,,,,,4.0,0.003129890453834116,3.0,0.011583011583011582,9.0,0.004779607010090282,7.0,0.02108433734939759,23.0,0.0117827868852459,15.0,0.04424778761061947,38.0,0.016564952048823016,30.0,0.0783289817232376,34.0,0.012073863636363636,26.0,0.05273833671399594
szkoła,2.0,0.0028735632183908046,2.0,0.01020408163265306,5.0,0.003912363067292645,5.0,0.019305019305019305,21.0,0.011152416356877323,17.0,0.05120481927710843,28.0,0.014344262295081968,23.0,0.06784660766961652,30.0,0.013077593722755012,28.0,0.0731070496083551,34.0,0.012073863636363636,25.0,0.05070993914807302
powiedzieć,,,,,2.0,0.001564945226917058,2.0,0.007722007722007722,6.0,0.003186404673393521,5.0,0.015060240963855422,6.0,0.0030737704918032786,6.0,0.017699115044247787,17.0,0.0074106364428945075,13.0,0.033942558746736295,34.0,0.012073863636363636,27.0,0.05476673427991886
za,1.0,0.0014367816091954023,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,8.0,0.004248539564524694,7.0,0.02108433734939759,13.0,0.00665983606557377,11.0,0.032448377581120944,13.0,0.005666957279860506,12.0,0.031331592689295036,33.0,0.01171875,31.0,0.06288032454361055
dlaczego,,,,,,,,,7.0,0.0037174721189591076,6.0,0.018072289156626505,4.0,0.0020491803278688526,3.0,0.008849557522123894,13.0,0.005666957279860506,10.0,0.02610966057441253,33.0,0.01171875,29.0,0.058823529411764705
dwór,3.0,0.004310344827586207,2.0,0.01020408163265306,8.0,0.006259780907668232,8.0,0.03088803088803089,8.0,0.004248539564524694,8.0,0.024096385542168676,24.0,0.012295081967213115,18.0,0.05309734513274336,26.0,0.011333914559721011,22.0,0.057441253263707574,33.0,0.01171875,30.0,0.060851926977687626
też,,,,,7.0,0.005477308294209703,5.0,0.019305019305019305,17.0,0.009028146574614976,14.0,0.04216867469879518,27.0,0.013831967213114754,22.0,0.06489675516224189,38.0,0.016564952048823016,25.0,0.06527415143603134,32.0,0.011363636363636364,27.0,0.05476673427991886
be,91.0,0.1307471264367816,53.0,0.27040816326530615,81.0,0.06338028169014084,51.0,0.1969111969111969,79.0,0.04195432819968136,44.0,0.13253012048192772,60.0,0.030737704918032786,37.0,0.10914454277286136,50.0,0.021795989537925022,28.0,0.0731070496083551,32.0,0.011363636363636364,17.0,0.034482758620689655
dziecko,5.0,0.007183908045977011,4.0,0.02040816326530612,7.0,0.005477308294209703,6.0,0.023166023166023165,9.0,0.004779607010090282,9.0,0.02710843373493976,22.0,0.011270491803278689,17.0,0.05014749262536873,19.0,0.008282476024411508,16.0,0.04177545691906005,31.0,0.011008522727272728,26.0,0.05273833671399594
dla,4.0,0.005747126436781609,3.0,0.015306122448979591,2.0,0.001564945226917058,2.0,0.007722007722007722,9.0,0.004779607010090282,8.0,0.024096385542168676,9.0,0.004610655737704918,8.0,0.02359882005899705,21.0,0.009154315605928508,16.0,0.04177545691906005,31.0,0.011008522727272728,24.0,0.0486815415821501
zjemć,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,7.0,0.0037174721189591076,6.0,0.018072289156626505,2.0,0.0010245901639344263,2.0,0.0058997050147492625,3.0,0.0013077593722755014,3.0,0.007832898172323759,31.0,0.011008522727272728,28.0,0.056795131845841784
jaki,1.0,0.0014367816091954023,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,6.0,0.003186404673393521,5.0,0.015060240963855422,12.0,0.006147540983606557,10.0,0.029498525073746312,24.0,0.010462074978204011,22.0,0.057441253263707574,31.0,0.011008522727272728,28.0,0.056795131845841784
płakać,,,,,5.0,0.003912363067292645,5.0,0.019305019305019305,12.0,0.006372809346787042,11.0,0.03313253012048193,13.0,0.00665983606557377,11.0,0.032448377581120944,9.0,0.003923278116826504,9.0,0.02349869451697128,31.0,0.011008522727272728,29.0,0.058823529411764705
siebie,,,,,5.0,0.003912363067292645,5.0,0.019305019305019305,9.0,0.004779607010090282,8.0,0.024096385542168676,11.0,0.0056352459016393444,11.0,0.032448377581120944,18.0,0.007846556233653008,14.0,0.03655352480417755,30.0,0.01065340909090909,24.0,0.0486815415821501
lizak,,,,,4.0,0.003129890453834116,4.0,0.015444015444015444,6.0,0.003186404673393521,5.0,0.015060240963855422,11.0,0.0056352459016393444,10.0,0.029498525073746312,16.0,0.006974716652136007,15.0,0.0391644908616188,29.0,0.010298295454545454,24.0,0.0486815415821501
miś,12.0,0.017241379310344827,9.0,0.04591836734693878,16.0,0.012519561815336464,12.0,0.04633204633204633,21.0,0.011152416356877323,18.0,0.05421686746987952,14.0,0.007172131147540984,13.0,0.038348082595870206,19.0,0.008282476024411508,15.0,0.0391644908616188,29.0,0.010298295454545454,24.0,0.0486815415821501
baba,40.0,0.05747126436781609,32.0,0.16326530612244897,54.0,0.04225352112676056,38.0,0.14671814671814673,45.0,0.02389803505045141,33.0,0.09939759036144578,51.0,0.02612704918032787,35.0,0.10324483775811209,30.0,0.013077593722755012,25.0,0.06527415143603134,28.0,0.009943181818181818,21.0,0.04259634888438134
mamusiuć,1.0,0.0014367816091954023,1.0,0.00510204081632653,5.0,0.003912363067292645,4.0,0.015444015444015444,13.0,0.006903876792352629,10.0,0.030120481927710843,10.0,0.005122950819672131,9.0,0.02654867256637168,18.0,0.007846556233653008,15.0,0.0391644908616188,28.0,0.009943181818181818,25.0,0.05070993914807302
kanapka,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,8.0,0.004248539564524694,7.0,0.02108433734939759,6.0,0.0030737704918032786,5.0,0.014749262536873156,9.0,0.003923278116826504,8.0,0.020887728459530026,27.0,0.009588068181818182,24.0,0.0486815415821501
zobaczyć,1.0,0.0014367816091954023,1.0,0.00510204081632653,4.0,0.003129890453834116,3.0,0.011583011583011582,14.0,0.007434944237918215,10.0,0.030120481927710843,20.0,0.010245901639344262,17.0,0.05014749262536873,39.0,0.017000871839581516,27.0,0.07049608355091384,27.0,0.009588068181818182,22.0,0.04462474645030426
wiedzieć,,,,,5.0,0.003912363067292645,4.0,0.015444015444015444,6.0,0.003186404673393521,6.0,0.018072289156626505,8.0,0.004098360655737705,5.0,0.014749262536873156,12.0,0.0052310374891020054,12.0,0.031331592689295036,26.0,0.009232954545454546,20.0,0.04056795131845842
auto,11.0,0.015804597701149427,7.0,0.03571428571428571,16.0,0.012519561815336464,11.0,0.04247104247104247,44.0,0.02336696760488582,29.0,0.08734939759036145,43.0,0.022028688524590164,33.0,0.09734513274336283,22.0,0.00959023539668701,19.0,0.04960835509138381,26.0,0.009232954545454546,24.0,0.0486815415821501
siusie,1.0,0.0014367816091954023,1.0,0.00510204081632653,9.0,0.007042253521126761,8.0,0.03088803088803089,19.0,0.01009028146574615,15.0,0.045180722891566265,20.0,0.010245901639344262,18.0,0.05309734513274336,14.0,0.006102877070619006,13.0,0.033942558746736295,26.0,0.009232954545454546,24.0,0.0486815415821501
xxx,5.0,0.007183908045977011,4.0,0.02040816326530612,5.0,0.003912363067292645,5.0,0.019305019305019305,7.0,0.0037174721189591076,5.0,0.015060240963855422,8.0,0.004098360655737705,6.0,0.017699115044247787,6.0,0.0026155187445510027,6.0,0.015665796344647518,26.0,0.009232954545454546,20.0,0.04056795131845842
dużo,1.0,0.0014367816091954023,1.0,0.00510204081632653,2.0,0.001564945226917058,1.0,0.003861003861003861,9.0,0.004779607010090282,7.0,0.02108433734939759,11.0,0.0056352459016393444,10.0,0.029498525073746312,18.0,0.007846556233653008,14.0,0.03655352480417755,26.0,0.009232954545454546,20.0,0.04056795131845842
wrócić,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,8.0,0.004098360655737705,7.0,0.02064896755162242,9.0,0.003923278116826504,8.0,0.020887728459530026,26.0,0.009232954545454546,25.0,0.05070993914807302
widzieć,,,,,4.0,0.003129890453834116,3.0,0.011583011583011582,8.0,0.004248539564524694,6.0,0.018072289156626505,14.0,0.007172131147540984,13.0,0.038348082595870206,11.0,0.004795117698343505,10.0,0.02610966057441253,26.0,0.009232954545454546,21.0,0.04259634888438134
szybko,1.0,0.0014367816091954023,1.0,0.00510204081632653,4.0,0.003129890453834116,3.0,0.011583011583011582,13.0,0.006903876792352629,11.0,0.03313253012048193,8.0,0.004098360655737705,7.0,0.02064896755162242,13.0,0.005666957279860506,11.0,0.028720626631853787,25.0,0.00887784090909091,22.0,0.04462474645030426
jeździć,1.0,0.0014367816091954023,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,5.0,0.0026553372278279343,3.0,0.009036144578313253,11.0,0.0056352459016393444,9.0,0.02654867256637168,13.0,0.005666957279860506,12.0,0.031331592689295036,25.0,0.00887784090909091,24.0,0.0486815415821501
choć,7.0,0.010057471264367816,6.0,0.030612244897959183,19.0,0.01486697965571205,14.0,0.05405405405405406,34.0,0.018056293149229952,23.0,0.06927710843373494,31.0,0.015881147540983607,20.0,0.058997050147492625,40.0,0.017436791630340016,30.0,0.0783289817232376,25.0,0.00887784090909091,21.0,0.04259634888438134
kąpać,1.0,0.0014367816091954023,1.0,0.00510204081632653,7.0,0.005477308294209703,7.0,0.02702702702702703,8.0,0.004248539564524694,8.0,0.024096385542168676,16.0,0.00819672131147541,15.0,0.04424778761061947,14.0,0.006102877070619006,13.0,0.033942558746736295,25.0,0.00887784090909091,23.0,0.04665314401622718
poczytać,,,,,6.0,0.004694835680751174,5.0,0.019305019305019305,5.0,0.0026553372278279343,5.0,0.015060240963855422,10.0,0.005122950819672131,9.0,0.02654867256637168,18.0,0.007846556233653008,17.0,0.044386422976501305,24.0,0.008522727272727272,21.0,0.04259634888438134
obiadek,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,8.0,0.004248539564524694,8.0,0.024096385542168676,11.0,0.0056352459016393444,9.0,0.02654867256637168,7.0,0.003051438535309503,7.0,0.018276762402088774,23.0,0.008167613636363636,20.0,0.04056795131845842
mikołaj,3.0,0.004310344827586207,3.0,0.015306122448979591,1.0,0.000782472613458529,1.0,0.003861003861003861,2.0,0.0010621348911311736,2.0,0.006024096385542169,10.0,0.005122950819672131,9.0,0.02654867256637168,11.0,0.004795117698343505,9.0,0.02349869451697128,23.0,0.008167613636363636,21.0,0.04259634888438134
piłka,1.0,0.0014367816091954023,1.0,0.00510204081632653,5.0,0.003912363067292645,4.0,0.015444015444015444,4.0,0.002124269782262347,4.0,0.012048192771084338,13.0,0.00665983606557377,10.0,0.029498525073746312,11.0,0.004795117698343505,10.0,0.02610966057441253,23.0,0.008167613636363636,18.0,0.036511156186612576
żeby,,,,,,,,,2.0,0.0010621348911311736,1.0,0.0030120481927710845,7.0,0.003586065573770492,4.0,0.011799410029498525,11.0,0.004795117698343505,9.0,0.02349869451697128,23.0,0.008167613636363636,22.0,0.04462474645030426
grzeczny,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,10.0,0.005122950819672131,8.0,0.02359882005899705,14.0,0.006102877070619006,11.0,0.028720626631853787,23.0,0.008167613636363636,21.0,0.04259634888438134
mówić,1.0,0.0014367816091954023,1.0,0.00510204081632653,3.0,0.002347417840375587,2.0,0.007722007722007722,11.0,0.005841741901221455,9.0,0.02710843373493976,4.0,0.0020491803278688526,4.0,0.011799410029498525,10.0,0.004359197907585004,9.0,0.02349869451697128,23.0,0.008167613636363636,19.0,0.038539553752535496
pan,5.0,0.007183908045977011,4.0,0.02040816326530612,12.0,0.009389671361502348,10.0,0.03861003861003861,21.0,0.011152416356877323,17.0,0.05120481927710843,23.0,0.0117827868852459,18.0,0.05309734513274336,17.0,0.0074106364428945075,12.0,0.031331592689295036,23.0,0.008167613636363636,20.0,0.04056795131845842
brzuszek,1.0,0.0014367816091954023,1.0,0.00510204081632653,2.0,0.001564945226917058,2.0,0.007722007722007722,4.0,0.002124269782262347,4.0,0.012048192771084338,4.0,0.0020491803278688526,4.0,0.011799410029498525,11.0,0.004795117698343505,10.0,0.02610966057441253,22.0,0.0078125,17.0,0.034482758620689655
dostać,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,5.0,0.0025614754098360654,5.0,0.014749262536873156,12.0,0.0052310374891020054,11.0,0.028720626631853787,22.0,0.0078125,18.0,0.036511156186612576
kotek,2.0,0.0028735632183908046,2.0,0.01020408163265306,5.0,0.003912363067292645,4.0,0.015444015444015444,5.0,0.0026553372278279343,5.0,0.015060240963855422,9.0,0.004610655737704918,8.0,0.02359882005899705,7.0,0.003051438535309503,7.0,0.018276762402088774,22.0,0.0078125,19.0,0.038539553752535496
wujek,3.0,0.004310344827586207,2.0,0.01020408163265306,1.0,0.000782472613458529,1.0,0.003861003861003861,10.0,0.0053106744556558685,9.0,0.02710843373493976,7.0,0.003586065573770492,7.0,0.02064896755162242,9.0,0.003923278116826504,9.0,0.02349869451697128,22.0,0.0078125,20.0,0.04056795131845842
tylko,1.0,0.0014367816091954023,1.0,0.00510204081632653,2.0,0.001564945226917058,1.0,0.003861003861003861,8.0,0.004248539564524694,8.0,0.024096385542168676,14.0,0.007172131147540984,11.0,0.032448377581120944,22.0,0.00959023539668701,20.0,0.05221932114882506,22.0,0.0078125,21.0,0.04259634888438134
domek,1.0,0.0014367816091954023,1.0,0.00510204081632653,,,,,6.0,0.003186404673393521,6.0,0.018072289156626505,5.0,0.0025614754098360654,5.0,0.014749262536873156,13.0,0.005666957279860506,10.0,0.02610966057441253,21.0,0.007457386363636364,19.0,0.038539553752535496
lalka,2.0,0.0028735632183908046,1.0,0.00510204081632653,5.0,0.003912363067292645,4.0,0.015444015444015444,8.0,0.004248539564524694,6.0,0.018072289156626505,8.0,0.004098360655737705,8.0,0.02359882005899705,16.0,0.006974716652136007,13.0,0.033942558746736295,21.0,0.007457386363636364,17.0,0.034482758620689655
myć,3.0,0.004310344827586207,2.0,0.01020408163265306,17.0,0.013302034428794992,11.0,0.04247104247104247,24.0,0.012745618693574084,16.0,0.04819277108433735,27.0,0.013831967213114754,18.0,0.05309734513274336,12.0,0.0052310374891020054,12.0,0.031331592689295036,21.0,0.007457386363636364,18.0,0.036511156186612576
grać,2.0,0.0028735632183908046,2.0,0.01020408163265306,1.0,0.000782472613458529,1.0,0.003861003861003861,7.0,0.0037174721189591076,7.0,0.02108433734939759,13.0,0.00665983606557377,12.0,0.035398230088495575,16.0,0.006974716652136007,14.0,0.03655352480417755,21.0,0.007457386363636364,17.0,0.034482758620689655
u,2.0,0.0028735632183908046,2.0,0.01020408163265306,9.0,0.007042253521126761,6.0,0.023166023166023165,14.0,0.007434944237918215,11.0,0.03313253012048193,12.0,0.006147540983606557,10.0,0.029498525073746312,24.0,0.010462074978204011,21.0,0.05483028720626632,21.0,0.007457386363636364,20.0,0.04056795131845842
poprosić,,,,,3.0,0.002347417840375587,2.0,0.007722007722007722,3.0,0.0015932023366967605,3.0,0.009036144578313253,14.0,0.007172131147540984,13.0,0.038348082595870206,11.0,0.004795117698343505,10.0,0.02610966057441253,21.0,0.007457386363636364,18.0,0.036511156186612576
ładny,1.0,0.0014367816091954023,1.0,0.00510204081632653,,,,,8.0,0.004248539564524694,6.0,0.018072289156626505,5.0,0.0025614754098360654,5.0,0.014749262536873156,14.0,0.006102877070619006,12.0,0.031331592689295036,20.0,0.007102272727272727,20.0,0.04056795131845842
książeczka,1.0,0.0014367816091954023,1.0,0.00510204081632653,5.0,0.003912363067292645,5.0,0.019305019305019305,4.0,0.002124269782262347,4.0,0.012048192771084338,5.0,0.0025614754098360654,5.0,0.014749262536873156,8.0,0.0034873583260680036,8.0,0.020887728459530026,20.0,0.007102272727272727,19.0,0.038539553752535496
może,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,5.0,0.0026553372278279343,3.0,0.009036144578313253,3.0,0.0015368852459016393,3.0,0.008849557522123894,15.0,0.006538796861377506,9.0,0.02349869451697128,20.0,0.007102272727272727,15.0,0.030425963488843813
zupka,1.0,0.0014367816091954023,1.0,0.00510204081632653,3.0,0.002347417840375587,3.0,0.011583011583011582,11.0,0.005841741901221455,11.0,0.03313253012048193,8.0,0.004098360655737705,7.0,0.02064896755162242,8.0,0.0034873583260680036,8.0,0.020887728459530026,19.0,0.006747159090909091,17.0,0.034482758620689655
potem,1.0,0.0014367816091954023,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,5.0,0.0025614754098360654,5.0,0.014749262536873156,9.0,0.003923278116826504,6.0,0.015665796344647518,19.0,0.006747159090909091,15.0,0.030425963488843813
przynieść,1.0,0.0014367816091954023,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,6.0,0.003186404673393521,6.0,0.018072289156626505,12.0,0.006147540983606557,11.0,0.032448377581120944,11.0,0.004795117698343505,11.0,0.028720626631853787,18.0,0.006392045454545455,16.0,0.032454361054766734
